UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*108,Oco,PENSILVANIA,Cocalico Formation,Ordovician,Shale,Siltstone,Argillaceous sandstone
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*108,Oco,PENSILVANIA,Cocalico Formation,Ordovician,Shale,Siltstone,Argillaceous sandstone
*143,Ce,PENSILVANIA,Elbrook Formation,Cambrian,Calcareous shale,Silty limestone,Limestone; dolomite
*100,Om,PENSILVANIA,Martinsburg Formation,Ordovician,Shale,Siltstone,Slate
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*111,Oc,PENSILVANIA,Chambersburg Formation,Ordovician,Argillaceous limestone,Shale,Metabentonite
*19,Trn,PENSILVANIA,New Oxford Formation,Triassic,Arkosic sandstone,Shale,Mudstone; sandstone
*124,Orr,PENSILVANIA,Rockdale Run Formation,Ordovician,Limestone,Dolomite,Chert
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*111,Oc,PENSILVANIA,Chambersburg Formation,Ordovician,Argillaceous limestone,Shale,Metabentonite
*183,md,PENSILVANIA,Metadiabase,Precambrian,Metadiabase,,
*124,Orr,PENSILVANIA,Rockdale Run Formation,Ordovician,Limestone,Dolomite,Chert
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*117,Osp,PENSILVANIA,St. Paul Group,Ordovician,Limestone,Chert,Dolomite
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*131,Os,PENSILVANIA,Stonehenge Formation,Ordovician,Limestone,"Conglomeratic, siliceous limestone",
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*96,Ojb,PENSILVANIA,"Juniata and Bald Eagle Formations, undivided",Ordovician,Sandstone,Siltstone,Shale; conglomerate
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*185,gqm,PENSILVANIA,Graphitic felsic gneiss,Precambrian,Graphitic felsic gneiss,Mafic gneiss,
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*185,gqm,PENSILVANIA,Graphitic felsic gneiss,Precambrian,Graphitic felsic gneiss,Mafic gneiss,
*161,Cch,PENSILVANIA,Chickies Formation,Cambrian,Quartzite,Quartz schist,Slate; conglomerate
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*89,Swc,PENSILVANIA,Wills Creek Formation,Silurian,Calcareous shale,Siltstone,Shaly limestone; dolomite
*96,Ojb,PENSILVANIA,"Juniata and Bald Eagle Formations, undivided",Ordovician,Sandstone,Siltstone,Shale; conglomerate
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*108,Oco,PENSILVANIA,Cocalico Formation,Ordovician,Shale,Siltstone,Argillaceous sandstone
*16,Trl,PENSILVANIA,Lockatong Formation,Triassic,Argillite,Black shale,Limestone; calcareous shale
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*150,Czc,PENSILVANIA,Zooks Corner Formation,Cambrian,Dolomite,Silty to sandy dolomite,
*151,Cl,PENSILVANIA,Ledger Formation,Cambrian,Dolomite,Siliceous dolomite,
*155,Cv,PENSILVANIA,Vintage Formation,Cambrian,Argillaceous dolomite,Limestone,
*156,Cah,PENSILVANIA,"Antietam and Harpers Formations, undivided",Cambrian,Quartzite,Phyllite,Schist
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*183,md,PENSILVANIA,Metadiabase,Precambrian,Metadiabase,,
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*9,Trg,PENSILVANIA,Gettysburg Formation,Triassic,Silty mudstone,Shale,Sandstone; limestone
*177,Xw,PENSILVANIA,Wissahickon Formation,Probably lower Paleozoic,Oligoclase-mica schist,Hornblende gneiss,Gneiss
*11,Trfl,PENSILVANIA,Limestone fanglomerate,Triassic,Limestone conglomerate,,
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*17,Trgc,PENSILVANIA,Gettysburg conglomerate,Triassic,Quartz conglomerate,Sandstone,Siltstone; mudstone
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*91,Sbm,PENSILVANIA,"Bloomsburg and Mifflintown Formations, undivided",Silurian,Shale,Siltstone,Sandstone; limestone; mudstone
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*103,Oh,PENSILVANIA,Hamburg sequence rocks,Ordovician,Shale,Siltstone,Graywacke
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*9,Trg,PENSILVANIA,Gettysburg Formation,Triassic,Silty mudstone,Shale,Sandstone; limestone
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*17,Trgc,PENSILVANIA,Gettysburg conglomerate,Triassic,Quartz conglomerate,Sandstone,Siltstone; mudstone
*142,Cm,PENSILVANIA,Millbach Formation,Cambrian,Limestone,Dolomite,
*17,Trgc,PENSILVANIA,Gettysburg conglomerate,Triassic,Quartz conglomerate,Sandstone,Siltstone; mudstone
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*153,Cwb,PENSILVANIA,Waynesboro Formation,Cambrian,Shale,Sandstone,Conglomerate; dolomite; limestone
*189,fm,PENSILVANIA,Franklin Marble,Precambrian,Graphitic marble,,
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*34,Mmc,PENSILVANIA,Mauch Chunk Formation,Mississippian,Shale,Siltstone,Sandstone; conglomerate; limestone
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*17,Trgc,PENSILVANIA,Gettysburg conglomerate,Triassic,Quartz conglomerate,Sandstone,Siltstone; mudstone
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*17,Trgc,PENSILVANIA,Gettysburg conglomerate,Triassic,Quartz conglomerate,Sandstone,Siltstone; mudstone
*12,Trfq,PENSILVANIA,Quartz fanglomerate,Triassic,Quartz conglomerate,,
*9,Trg,PENSILVANIA,Gettysburg Formation,Triassic,Silty mudstone,Shale,Sandstone; limestone
*143,Ce,PENSILVANIA,Elbrook Formation,Cambrian,Calcareous shale,Silty limestone,Limestone; dolomite
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*161,Cch,PENSILVANIA,Chickies Formation,Cambrian,Quartzite,Quartz schist,Slate; conglomerate
*19,Trn,PENSILVANIA,New Oxford Formation,Triassic,Arkosic sandstone,Shale,Mudstone; sandstone
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*123,Oo,PENSILVANIA,Ontelaunee Formation,Ordovician,Dolomite,Limestone,Chert
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*9,Trg,PENSILVANIA,Gettysburg Formation,Triassic,Silty mudstone,Shale,Sandstone; limestone
*189,fm,PENSILVANIA,Franklin Marble,Precambrian,Graphitic marble,,
*31,Pa,PENSILVANIA,Allegheny Formation,Pennsylvanian,Sandstone,Shale,Limestone; clay; coal
*131,Os,PENSILVANIA,Stonehenge Formation,Ordovician,Limestone,"Conglomeratic, siliceous limestone",
*27,Pc,PENSILVANIA,Conemaugh Group,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
*9,Trg,PENSILVANIA,Gettysburg Formation,Triassic,Silty mudstone,Shale,Sandstone; limestone
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*155,Cv,PENSILVANIA,Vintage Formation,Cambrian,Argillaceous dolomite,Limestone,
*185,gqm,PENSILVANIA,Graphitic felsic gneiss,Precambrian,Graphitic felsic gneiss,Mafic gneiss,
*187,gga,PENSILVANIA,Banded mafic gneiss,Precambrian,Mafic gneiss,Felsic gneiss,
*166,Xmgh,PENSILVANIA,Mafic gneiss,Probably lower Paleozoic,Mafic gneiss,,
*188,gg,PENSILVANIA,Graphitic felsic gneiss,Precambrian,Graphitic gneiss,Felsic gneiss,
*95,St,PENSILVANIA,Tuscarora Formation,Silurian,Quartzite,Quartzitic sandstone,Shale; siltstone; conglomerate
*145,Csb,PENSILVANIA,"Snitz Creek and Buffalo Springs Formations, undivided",Cambrian,Limestone,Dolomite,Sandstone
*96,Ojb,PENSILVANIA,"Juniata and Bald Eagle Formations, undivided",Ordovician,Sandstone,Siltstone,Shale; conglomerate
*169,Xu,PENSILVANIA,Ultramafic rocks,Probably lower Paleozoic,Serpentinite,Pyroxenite,Steatite
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*131,Os,PENSILVANIA,Stonehenge Formation,Ordovician,Limestone,"Conglomeratic, siliceous limestone",
*131,Os,PENSILVANIA,Stonehenge Formation,Ordovician,Limestone,"Conglomeratic, siliceous limestone",
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*26,Pm,PENSILVANIA,Monongahela Group,Pennsylvanian,Limestone,Shale,Sandstone; coal
*25,PPw,PENSILVANIA,Waynesburg Formation,Permian and Pennsylvanian,Sandstone,Shale,Limestone; coal
*154,Ct,PENSILVANIA,Tomstown Formation,Cambrian,Dolomite,Shale,
*156,Cah,PENSILVANIA,"Antietam and Harpers Formations, undivided",Cambrian,Quartzite,Phyllite,Schist
*166,Xmgh,PENSILVANIA,Mafic gneiss,Probably lower Paleozoic,Mafic gneiss,,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*85,DSkt,PENSILVANIA,"Keyser and Tonoloway Formations, undivided",Devonian and Silurian,Limestone,Shale,
*161,Cch,PENSILVANIA,Chickies Formation,Cambrian,Quartzite,Quartz schist,Slate; conglomerate
*187,gga,PENSILVANIA,Banded mafic gneiss,Precambrian,Mafic gneiss,Felsic gneiss,
*24,Pw,PENSILVANIA,Washington Formation,Permian,Sandstone,Shale,Limestone; coal
*19,Trn,PENSILVANIA,New Oxford Formation,Triassic,Arkosic sandstone,Shale,Mudstone; sandstone
*156,Cah,PENSILVANIA,"Antietam and Harpers Formations, undivided",Cambrian,Quartzite,Phyllite,Schist
*161,Cch,PENSILVANIA,Chickies Formation,Cambrian,Quartzite,Quartz schist,Slate; conglomerate
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*124,Orr,PENSILVANIA,Rockdale Run Formation,Ordovician,Limestone,Dolomite,Chert
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*122,Ops,PENSILVANIA,Pinesburg Station Formation,Ordovician,Dolomite,Limestone,
*8,Jd,PENSILVANIA,Diabase,Jurassic,Diabase,,
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*155,Cv,PENSILVANIA,Vintage Formation,Cambrian,Argillaceous dolomite,Limestone,
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*36,Mb,PENSILVANIA,Burgoon Sandstone,Mississippian,Sandstone,Conglomerate,Shale; coal
*186,ggd,PENSILVANIA,Felsic and intermediate gneiss,Precambrian,Felsic gneiss,Intermediate gneiss,
*20,Trs,PENSILVANIA,Stockton Formation,Triassic,Arkosic sandstone,Siltstone,Sandstone; mudstone
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*3,Tpb,PENSILVANIA,"Pensauken and Bridgeton Formations, undifferentiated",Tertiary,Feldspathic quartz sand,Gravel,Clay; silt
*126,Oe,PENSILVANIA,Epler Formation,Ordovician,Limestone,Dolomite,
*156,Cah,PENSILVANIA,"Antietam and Harpers Formations, undivided",Cambrian,Quartzite,Phyllite,Schist
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*193,mgh,PENSILVANIA,Mafic gneiss,Precambrian,Mafic gneiss,Amphibolite,
*29,Pcg,PENSILVANIA,Glenshaw Formation,Pennsylvanian,Shale,Sandstone,Limestone; coal
*23,Pg,PENSILVANIA,Greene Formation,Permian,Sandstone,Shale,Limestone; coal
*161,Cch,PENSILVANIA,Chickies Formation,Cambrian,Quartzite,Quartz schist,Slate; conglomerate
*28,Pcc,PENSILVANIA,Casselman Formation,Pennsylvanian,Shale,Siltstone,Sandstone; limestone; coal
